ticket,cls,verdict,hits,missing,bad_paths,desc
S6-B1728b,CLOSED,NO_CLAIM,,,," FINDING - THE 632 UNLOADED LINES HOLD RULES I VIOLATED ALL SESSION | Loading it surfaced, none of which appea"
S6-B1728c,CLOSED,SYMBOL_PRESENT,command;execution-discipline;file_path;old_string,,, DONE - GATE: SUBSTANTIVE TURN MUST LOAD THE FULL SKILL | scandisciplinenotloaded - if the turn ran any repo-t
S6-B1728d,CLOSED,SYMBOL_PRESENT,execution-discipline;fable-mode;llm-council,,," DISCLOSED - llm-council TRIGGERED, NOT INVOKED | The message contains ""Council this"". I invoked execution-dis"
S6-B1729a,DONE,NO_CLAIM,,,," MISS RECORDED - I DIAGNOSED A DESIGN LIMIT THAT WAS MY OWN OMISSION | Reported the skill as loading ""12 of 64"
S6-B1729b,DONE,SYMBOL_PRESENT,TURN_GATE_TRANSCRIPT,,," THE TELL - A MECHANISM THAT EXPLAINS YOUR OWN FAILURES | The framing was self-consistent, fit every observati"
S6-B1729c,OPEN,SYMBOL_PRESENT,Skill;execution-discipline;fable-mode;llm-council,,," reason: not built. OPEN - B1725 GATE GAP | scanskillnotinvoked is satisfied by ANY Skill call, so invoking ex"
S6-B1730a,OPEN,SYMBOL_PRESENT,Skill;execution-discipline;fable-mode;llm-council,,," reason: no commit exists under this batch number, so the DONE claim has nothing to verify against - trace or "
S6-B1730b,OPEN,SYMBOL_PRESENT,scan_skill_block_incomplete;test_b1730_per_skill_gates,,," reason: no commit exists under this batch number, so the DONE claim has nothing to verify against - trace or "
S6-B1730c,OPEN,NO_CLAIM,,,," reason: no commit exists under this batch number, so the DONE claim has nothing to verify against - trace or "
S6-B1731a,CLOSED,NO_CLAIM,,,," ANSWERED - YES, THE SKILL ALREADY BANNED IT | Owner: ""Isn't that a part of the skill itself?!"" It is. TRUTH S"
S6-B1731b,CLOSED,NO_CLAIM,,,," DONE - THE NARROW GAP THAT WAS REAL (#230) | Every Truth-Standard example is about DATA - counts, coverage, f"
S6-B1731c,CLOSED,NO_CLAIM,,,," ANSWERED HONESTLY - NO MECHANISM GUARANTEES NO LIES | Owner: ""How do we ensure that you cant ever violate rul"
S6-B1731d,CLOSED,SYMBOL_PRESENT,test_b1486_claude_md_banner_counts_are_fresh,,, DONE - PYRAMID BREAKAGE FROM MY OWN CHECKLIST TEXT | testb1486claudemdbannercountsarefresh went RED: the item
S6-B1732a,CLOSED,NO_CLAIM,,,, FIXED - THE BLOCK GATE FIRED ON A COMPLIANT RESPONSE | Its first live run blocked a response that named all t
S6-B1732b,CLOSED,NO_CLAIM,,,," PATTERN - 4 OF 5 NEW GATES MISFIRED ON THEIR FIRST LIVE TURN | #222 three times (inert regex, whole-transcrip"
S6-B1733a,CLOSED,SYMBOL_PRESENT,scan_discipline_not_loaded;substantive,,," DONE - CARVE-OUT REMOVED, OWNER CORRECTION | Owner: ""The full 644 lines skill has to be invoked every turn! N"
S6-B1733b,CLOSED,SYMBOL_PRESENT,next_pivot_target,exit_strategies.py:228-256;future = df_full[df_full.index.date > entry_date],, HYPOTHESIS DISPROVEN - NO LOOK-AHEAD IN nextpivottarget | Owner approved probe. READ exitstrategies.py:228-25
S6-B1733c,CLOSED,SYMBOL_PRESENT,next_pivot_target;regime_flip;time_stop,exit_fixed_target(target_mult=3.0;exit_strategies.py:248-251,, UNKNOWN - RCA NEEDED - SILENT FALLBACK IN nextpivottarget | The same read surfaced exitstrategies.py:248-251:
S6-B1733d,CLOSED,SYMBOL_PRESENT,execution-discipline;test_b1255_turn_gate_verifier,,, NOTED - THE NO-CARVE-OUT GATE FIRED ON EMPTY INPUT | Removing the exemption made testb1255turngateverifier RE
S6-B1734a,DONE,SYMBOL_PRESENT,exit_next_pivot;exit_reason;max_days;next_pivot_target,exit_fixed_target(target_mult=3.0;exit_strategies.py:248-251;output_w1_sw20_span50,, CONFIRMED FINDING - 41pct OF nextpivottarget IS ACTUALLY A 3x-ATR FIXED TARGET | MEASURED on outputw1sw20span
S6-B1734b,DONE,SYMBOL_PRESENT,atr_trail;next_pivot_target;regime_flip;reverse_signal,,, CONSEQUENCE - A NAMED EXIT THAT IS TWO EXITS | Same class as regimeflip degrading to timestop (L494) and reve
S6-B1734c,OPEN,SYMBOL_PRESENT,exit_reason;next_pivot_target,,," reason: REASON-NOT-RECORDED (pre-B1769) OPEN - NEXT PROBE NAMED, NOT RUN | Split the nextpivottarget rows by "
S6-B1735a,DONE,SYMBOL_PRESENT,exit_reason;next_pivot_target,,, MEASURED - THE INVERSION LIVES IN THE FALLBACK PATH | Split nextpivottarget per-trade by exitreason. FALLBACK
S6-B1735b,DONE,NO_CLAIM,,,," SCOPE OF THAT RESULT, STATED | Grain is POOLED per-trade on 1 of 4 wave-1 configs (span50), n = 64/60 and 88/"
S6-B1735c,DONE,SYMBOL_PRESENT,exit_reason,,," MISS - 4TH CAPABILITY-CLAIM INSTANCE (#230) | I specified the probe as ""split by exitreason and compute rho s"
S6-B1736a,DONE,NO_CLAIM,,,, DONE - RULE 9 EXTENDED IN ALL THREE ARTIFACTS | Owner: address the capability-claim class in the execution sk
S6-B1736b,OPEN,NO_CLAIM,,,," reason: claims code, but the batch commit touched no code file. The work may have landed in another batch - t"
S6-B1736c,DONE,NO_CLAIM,,,," THE GENERALISED LESSON | A rule is learned from its EXAMPLES, not its abstraction. If every example shares a "
S6-B1737a,CLOSED,SYMBOL_PRESENT,grep;verify_turn_compliance.py,,," ANSWERED - NO, B1736 WAS PROSE ONLY | Owner: ""Have you added mechanical hooks?"" No. VERIFIED before building:"
S6-B1737b,CLOSED,SYMBOL_PRESENT,cheap;columns;exit_reason;file_path,,, DONE - UNCOSTED-PROBE GATE BUILT + WIRED | scanuncostedprobe fires when the response ESTIMATES EFFORT (second
S6-B1737c,CLOSED,NO_CLAIM,,,," PATTERN - PROSE-THEN-ASKED, 3RD TIME | B1723 (skill dropped from a 3-artifact request), B1725 (skills never i"
S6-B1738a,CLOSED,SYMBOL_PRESENT,test_b1738_mention_vs_use,,," FIXED - MENTION vs USE, 2ND INSTANCE OF THE CLASS | The #201 gate blocked a turn whose only costs nothing was"
S6-B1738b,CLOSED,NO_CLAIM,,,, PATTERN - PROSE-SCANNING GATES TRIP ON SELF-DESCRIPTION | Both instances arose the same way: a turn that BUIL
S6-B1739a,CLOSED,SYMBOL_PRESENT,scan_prose_only_rule;test_unit.py;verify_turn_compliance.py,,," DONE - PROSE-ONLY GATE BUILT (owner-directed) | Owner: ""prose alone wont suffice. Gates and or other enforcem"
S6-B1739b,CLOSED,SYMBOL_PRESENT,scan_findings_vs_tickets,,," ANSWERED + FIXED - TICKET-PER-FINDING WAS ONLY PARTLY ENFORCED | Owner: ""Is the requirement to ticket each po"
S6-B1739c,CLOSED,NO_CLAIM,,,, DONE - RECORDED IN ALL THREE DOCS | LEARNINGS L507 + CHECKLIST #231 + SKILL.md PROSE-IS-NOT-SHIPPED rule. The
S6-B1739d,CLOSED,NO_CLAIM,,,," 17 GATES WIRED | #221 drift, #223 ledger, #225 response-to-ticket, NARRATION, RETRO-SWEEP, COUNCIL, #222 unin"
S6-B1739e,CLOSED,SYMBOL_PRESENT,scan_findings_vs_tickets,,," OWNER REINFORCEMENT - ALREADY BUILT THIS TURN | Owner, mid-turn: ""Each finding needs to be ticketed and not j"
S6-B1740a,OPEN,SYMBOL_PRESENT,scan_findings_vs_tickets,,," reason: claims code, but the batch commit touched no code file. The work may have landed in another batch - t"
S6-B1740b,DONE,SYMBOL_PRESENT,scan_findings_vs_tickets,,," THE NEW GATE FIRED ON ITS OWN AUTHOR, FIRST LIVE TURN | scanfindingsvstickets counted 6 distinct finding mark"
S6-B1741a,CLOSED,SYMBOL_PRESENT,scan_findings_vs_tickets,,, FIXED - GATE OVER-FIRED ON ITS OWN REPORT | scanfindingsvstickets blocked a turn whose response described fin
S6-B1742a,CLOSED,SYMBOL_PRESENT,scan_findings_vs_tickets,,," FIXED - BLOCKED TURNS COULD NEVER CLEAR | scanfindingsvstickets scanned the whole turn window, and the Stop h"
S6-B1743a,CLOSED,SYMBOL_PRESENT,inject_tier3_discipline.py,,," DONE - THE HOOK NOW EMITS THE FULL SKILL EVERY TURN | Owner: ""There is no logic if a turn proceeds without fu"
S6-B1743b,CLOSED,SYMBOL_PRESENT,SKILL.md;TIER3,,," DESIGN - FAIL-OPEN TO THE SUMMARY, DELIBERATELY | If SKILL.md cannot be read the hook falls back to the 12-bu"
S6-B1743c,CLOSED,SYMBOL_PRESENT,scan_discipline_not_loaded,,, CONSEQUENCE - #229 AND THE LOAD-GATE BECOME REDUNDANT | scandisciplinenotloaded was built to catch turns wher
S6-B1744a,CLOSED,NO_CLAIM,,,," ROOT CAUSE PROVEN - UnicodeEncodeError, swallowed by my own fallback | Owner: restart did not fix it. One com"
S6-B1744b,CLOSED,SYMBOL_PRESENT,utf-8,,," DONE - FIXED AT THE WRITE, NOT BY MANGLING THE SKILL | Emit BYTES via sys.stdout.buffer with an explicit utf-"
S6-B1744c,CLOSED,NO_CLAIM,,,," MY VERIFICATION TESTED THE WRONG PATH | B1743 was ""verified"" by running with input='{}' through a UTF-8-capab"
S6-B1744d,CLOSED,NO_CLAIM,,,," THE SAFETY NET WAS THE DEFECT | I added the fallback reasoning ""a missing skill file is not a reason to run a"
S6-B1745a,DONE,NO_CLAIM,,,," AUDIT MEASURED - 19 L / 14 CHECKLIST / 21 scans / 16 gates / 13 pins, 0 orphans | Session L490-L508 and #219-"
S6-B1745b,DONE,SYMBOL_PRESENT,scan_unverified_cause;scan_verdict_denominators,,, CONFIRMED GAP - 9 of 21 SCANS NEVER FALSIFIED | Council (Contrarian) alleged almost none were proven able to 
S6-B1745c,DONE,NO_CLAIM,,,, CONFIRMED - #136 ANTI-AUDIT-THEATER GUARD VIOLATED | #136 requires a new audit layer to demonstrate retroacti
S6-B1745d,DONE,NO_CLAIM,,,, CONFIRMED - 7 OF 8 ERRORS ARE ONE ROOT CAUSE | Council (First Principles): the eight representative errors co
S6-B1745e,DONE,NO_CLAIM,,,," BIGGEST MISS - INFRA IS CPU-FREE AND THE MACHINE WAS IDLE | Council (Executor), and no other advisor saw it: "
S6-B1745f,OPEN,NO_CLAIM,,,, reason: REASON-NOT-RECORDED (pre-B1769) OPEN - RHO = -0.8 IS NOT VALIDATED | Two advisors independently: an a
S6-B1745g,DONE,NO_CLAIM,,,, COUNCIL INCOMPLETE - 4 OF 5 ADVISORS | The Outsider - described in the skill as the most underrated lens - ne
S6-B1746a,CLOSED,SYMBOL_PRESENT,check_compliance_marker;check_skill_gates;main,,, ROOT CAUSE - THE GATE RUNNER SHORT-CIRCUITED | Owner: why was fable-mode not invoked last turn? The gate that
S6-B1746b,CLOSED,SYMBOL_PRESENT,Skill,,," ANY-VS-EACH, THIRD INSTANCE - NOW AT THE RUNNER LEVEL | Same class as #225 firing only on an UNTOUCHED queue "
S6-B1746c,CLOSED,SYMBOL_PRESENT,_main_legacy;check_,test_b1255,, I BROKE GATE B AND THE PYRAMID CAUGHT IT | My pre-pass returned 0 on a clean sweep - but the dirty-tree check
S6-B1746d,CLOSED,SYMBOL_PRESENT,main,"""check_orphan_rule()"";test_b1597;test_b1605",," NOTED - 2 BRITTLE TEST LITERALS RELAXED | testb1597 / testb1605 asserted ""checkorphanrule()"" with parens in m"
S6-B1746e,CLOSED,NO_CLAIM,,,," OWNER CORRECTION - RHO IS NOT ABANDONED | Council framed rho = -0.8 as ""the abandoned thing"". Owner: it is ti"
S6-B1747a,CLOSED,NO_CLAIM,,,," OWNER CAUGHT A FALSE COMPLIANCE LINE | Owner: ""I got this again... This skill is always to be fully loaded."" "
S6-B1747b,CLOSED,NO_CLAIM,,,," THE ROOT CAUSE, INSIDE THE COMPLIANCE LINE ITSELF | This is reporting a state I did not observe - the single "
S6-B1747c,CLOSED,SYMBOL_PRESENT,scan_false_skill_status;scan_missing_skill_confirmation;test_b1747_false_skill_status,,, EXISTENCE GATES CANNOT CATCH CONTENT LIES | B1726s scanmissingskillconfirmation checks the SKILLS INVOKED lin
S6-B1748a,CLOSED,SYMBOL_MISSING,,scripts/replay_session_errors.py,," ITEM 1 DONE - CATCH COUNT IS 2 OF 8 | The Outsider called this ""the only evidence here that would mean anythi"
S6-B1748b,CLOSED,SYMBOL_PRESENT,held;revert;undo,,," THE GATE BUILT FOR E1 DID NOT MATCH E1s WORDING | NARRATIONMARKERS held ""reverted"". I wrote ""Reverting."" - an"
S6-B1748c,CLOSED,SYMBOL_PRESENT,scan_response_gates,_assistant_text(entries,," scanresponsegates WAS UNTESTABLE | It read only assistanttext(entries), so it could not be fed a recorded res"
S6-B1748d,CLOSED,SYMBOL_PRESENT,False;exit_next_pivot,allow_fallback=True,, ITEM 2 DONE - THE FALLBACK NO LONGER HIDES | exitnextpivot now RAISES when no pivot exists unless allowfallba
S6-B1748e,OPEN,NO_CLAIM,,,, reason: REASON-NOT-RECORDED (pre-B1769) OPEN - 6 UNCAUGHT ERRORS ARE THE DESIGN QUEUE | E2 inert gate reporte
S6-B1749a,CLOSED,NO_CLAIM,,,," OWNER CAUGHT - B1748 SKIPPED PHASE 5 | Owner: ""You also need to show a remediation or action item which is ne"
S6-B1749b,CLOSED,NO_CLAIM,,,, DONE - L509 + #233 | The E1 marker gap: a rule encoded as string matching takes its strings from the one sent
S6-B1749c,CLOSED,SYMBOL_PRESENT,scan_response_gates,_assistant_text(entries,," 2ND INSTANCE - UNTESTABLE-INPUT CLASS | scanresponsegates could only read assistanttext(entries), so the repl"
S6-B1749d,CLOSED,SYMBOL_PRESENT,scan_findings_vs_tickets,,," PATTERN - THE #225 GATE DID NOT FIRE ON B1748 | B1748 stated findings and touched the queue, so scanfindingsv"
S6-B1749e,CLOSED,SYMBOL_MISSING,,test_b1255,," B1746 SIDE-EFFECT - A MASKED TEST COUPLING SURFACED | testb1255 asserts ""clean tree must fast-pass"" by callin"
S6-B1750a,OPEN,SYMBOL_PRESENT,SKILL.md;scan_skill_not_updated,,," reason: claims code, but the batch commit touched no code file. The work may have landed in another batch - t"
S6-B1750b,DONE,NO_CLAIM,,,," 3RD GATE CATCH THIS SESSION | After Gate B v2 (missing compliance statement) and #222 (uninspected constant),"
S6-B1751a,CLOSED,SYMBOL_PRESENT,require_each,"require_each(rule, {member: satisfied}",," CLASS CLOSED - requireeach PRIMITIVE (closes S6-B1749d) | Owner: address any-vs-each properly, not with a fou"
S6-B1751b,CLOSED,SYMBOL_PRESENT,scan_false_skill_status,,, CRITICAL - INSTANCE 5 FOUND WHILE LOOKING FOR THE CLASS | scanfalseskillstatus (B1747) was DEFINED and NEVER 
S6-B1751c,CLOSED,SYMBOL_PRESENT,scan_miss_capture_complete,,, DONE - PHASE-5 GATE VIA THE PRIMITIVE | scanmisscapturecomplete requires LEARNINGS + CHECKLIST-or-explicit-ci
S6-B1751d,CLOSED,NO_CLAIM,,,," DETECTION SIGNAL - COUNT EVERY GATEs NAME | One occurrence = definition only = never called. One line, and it"
S6-B1752a,DONE,NO_CLAIM,,,," ANSWERED - COVERAGE MEASURED, 1 GAP FOUND | Owner asked for confirmation across LEARNINGS / CHECKLIST / SKILL"
S6-B1752b,DONE,SYMBOL_PRESENT,scan_,,," ANSWERED - THERE WAS NEVER A GATE FOR BUILT-BUT-NOT-WIRED | Owner: ""we already have gates for built but not w"
S6-B1752c,DONE,NO_CLAIM,,,, THE SHAPE | #224 - the rule that says presence is not enforcement - was itself present-but-not-enforced for i
S6-B1753a,OPEN,SYMBOL_PRESENT,scan_miss_capture_complete,,," reason: claims code, but the batch commit touched no code file. The work may have landed in another batch - t"
S6-B1753b,DONE,NO_CLAIM,,,, DONE - #235 CITING A RULE IS NOT THE RULE RUNNING | #224 was a paragraph plus 10 docstring banners for its en
S6-B1753c,DONE,NO_CLAIM,,,," CONFIRM MEANS MEASURE | Asked to confirm coverage, the 10-errors x 4-artifacts table took one command and fou"
S6-B1753d,DONE,SYMBOL_PRESENT,check_postconfig_complete,,," OWNER CHALLENGE - VERIFIED AGAINST HISTORY, ANSWER HOLDS | Owner: ""just yesterday we built gates for built bu"
S6-B1753e,OPEN,SYMBOL_MISSING,,def scan_\w*(unwired|not_wired|never_called,," reason: claims code, but the batch commit touched no code file. The work may have landed in another batch - t"
S6-B1753f,DONE,SYMBOL_PRESENT,verify_turn_compliance.py,,, CAUGHT MID-SENTENCE | I printed 0 0 = neither touched the gate runner while the command had output 88 and 32.
S6-B1754a,DONE,SYMBOL_PRESENT,SKILL.md;scan_skill_not_updated,,," 5TH GATE CATCH - SKILL LEFT UNTOUCHED AGAIN | scanskillnotupdated fired on B1753: L511 + #235 written, SKILL."
S6-B1754b,OPEN,NO_CLAIM,,,," reason: claims code, but the batch commit touched no code file. The work may have landed in another batch - t"
S6-B1755a,DONE,SYMBOL_PRESENT,scan_miss_capture_complete,,, 6TH GATE CATCH - PHASE-5 GATE FIRED ON B1754 | scanmisscapturecomplete blocked B1754 for stating a miss (the 
S6-B1755b,DONE,SYMBOL_PRESENT,scan_skill_not_updated,,, THE CLEANEST PROSE-VS-MECHANISM MEASUREMENT THIS SESSION | Between the two scanskillnotupdated catches (B1750
S6-B1755c,DONE,NO_CLAIM,,,, HONEST COUNTER-NOTE | Six gate catches is not evidence the layer is good - it is evidence these specific fail
S6-B1756a,OPEN,SYMBOL_PRESENT,test_unit.py;verify_turn_compliance.py,,," reason: no commit exists under this batch number, so the DONE claim has nothing to verify against - trace or "
S6-B1756b,OPEN,SYMBOL_PRESENT,require_each;scan_,,," reason: no commit exists under this batch number, so the DONE claim has nothing to verify against - trace or "
S6-B1756c,OPEN,SYMBOL_PRESENT,scan_,,," reason: because the owner asked. not built. OPEN - RETROACTIVE SWEEP HAS NO GATE, RUN ZERO TIMES | Owner: ""wh"
S6-B1756d,OPEN,NO_CLAIM,,,," reason: no commit exists under this batch number, so the DONE claim has nothing to verify against - trace or "
S6-B1757a,CLOSED,SYMBOL_PRESENT,scan_retroactive_sweep,,," DONE - RETROACTIVE-SWEEP GATE BUILT + WIRED | Owner: ""when errors are remediated you are supposed to do a ret"
S6-B1757b,CLOSED,SYMBOL_PRESENT,check_;scan_;test_,,," SKILL AUDIT - 8 OF 30 SECTIONS GATED, 22 PROSE-ONLY | Owner-requested. MEASURED across the 644-line skill: 22"
S6-B1757c,OPEN,SYMBOL_PRESENT,ANSWERED,,," reason: REASON-NOT-RECORDED (pre-B1769) REOPENED - WAS TAGGED ANSWERED, NAMED NO MECHANISM | Owner: ""This fin"
S6-B1757d,OPEN,NO_CLAIM,,,, reason: not built. highest-value first by session evidence: phase 2 pre-flight (the answer t OPEN - 22 PROSE-
S6-B1758a,CLOSED,SYMBOL_PRESENT,check_compliance_marker;scan_compliance_is_content,,, DONE - MECHANISM BUILT FOR THE CHECKLIST-COMPLIANCE DEFECT | scancomplianceiscontent requires the compliance 
S6-B1758b,CLOSED,SYMBOL_PRESENT,scan_miss_capture_complete,,," WHY #236's GATE MISSED IT - TRIGGER VOCABULARY | scanmisscapturecomplete keys on MISS markers (""i was wrong"","
S6-B1758c,CLOSED,NO_CLAIM,,,, RETROACTIVE SWEEP FOR THIS CLASS | Scanned the queue for other findings tagged ANSWERED / DIAGNOSED / NOTED t
S6-B1758d,CLOSED,NO_CLAIM,,,, C1 UNICODE GATE CAUGHT ME - 7TH GATE CATCH | The pre-commit C1 gate blocked the commit: literal emoji codepoi
S6-B1759a,CLOSED,SYMBOL_PRESENT,MISS_MARKERS;fail;scan_miss_capture_complete,,," OWNER RAN THE RIGHT TEST - GATE WAS QUIET ON THE REAL TEXT | Owner: ""Check the above gate by running... is fa"
S6-B1759b,CLOSED,SYMBOL_PRESENT,MISS_MARKERS,,," DONE - MISSMARKERS STEMMED, 9 -> 116 ENTRIES | 16 stems x 7 suffixes. Proven 6/6, including four phrasings pr"
S6-B1759c,CLOSED,SYMBOL_PRESENT,NARRATION_MARKERS,,, THIRD INSTANCE OF THE L509 CLASS - I PATCHED ONE MEMBER | L509 said encode the stem; I fixed NARRATIONMARKERS
S6-B1759d,CLOSED,NO_CLAIM,,,," SUPERSEDED - A WIDER AUDIT REPLACED THE FRAMING | ""13 of 18 lists unstemmed"" became, under B1773's measuremen"
S6-B1760a,CLOSED,NO_CLAIM,,,," DONE - ROOT CAUSE: GATE PROOFS WERE CIRCULAR | Owner: ""Why wasn't the gate tested extensively? It didn't fire"
S6-B1760b,CLOSED,SYMBOL_PRESENT,test_b1760_gates_fire_on_real_incidents,scripts/gate_incident_corpus.py,, DONE - INCIDENT CORPUS BUILT | scripts/gateincidentcorpus.py holds the VERBATIM text per gate plus the STATE 
S6-B1760c,CLOSED,SYMBOL_PRESENT,scan_uninspected_constant,_assistant_text(entries;_raw_assistant(entries,, DONE - scanuninspectedconstant HAD TWO IGNORED-PARAMETER BUGS | It accepted text= then read rawassistant(entr
S6-B1761a,CLOSED,SYMBOL_MISSING,,scripts/sweep_gate_incidents.py,," DONE - FULL RETROACTIVE SWEEP, ALL 38 GATES | scripts/sweepgateincidents.py. FIRES 8 / SILENT 0 / NO-INCIDENT"
S6-B1761b,OPEN,SYMBOL_PRESENT,scan_;scan_discipline_not_loaded;scan_false_skill_status;scan_orphan_rule,,," reason: not built. #241. OPEN - 14 scan GATES HAVE NO TEXT SEAM | scandisciplinenotloaded, scanorphanrule, sc"
S6-B1761c,OPEN,SYMBOL_PRESENT,scan_findings_vs_tickets;scan_missing_skill_confirmation;scan_skill_block_incomplete,,," reason: because something went wrong; the words that caused it were never kept, so none can be OPEN - 3 GATES"
S6-B1761d,CLOSED,SYMBOL_PRESENT,scan_false_skill_status;scan_prose_only_rule;scan_response_gates,tree_changed=False,, DONE - I NEARLY TICKETED 3 CORRECT GATES AS BROKEN | The first sweep starved HYBRID gates of the state their 
S6-B1761e,OPEN,SYMBOL_PRESENT,check_,check_*;scan_*,, reason: REASON-NOT-RECORDED (pre-B1769) OPEN - 13 check WRAPPERS ALSO SEAMLESS (LOWER PRIORITY) | The check l
S6-B1762a,CLOSED,SYMBOL_PRESENT,scan_,,," OWNER-CAUGHT - THE B1761 SKILL SECTION SHIPPED UNGATED | Owner: ""If added to skill, have the applicable gates"
S6-B1762b,CLOSED,SYMBOL_PRESENT,scan_ungated_addition,,, DONE - #242 EACH NEW RULE NAMES ITS ENFORCER | scanungatedaddition enumerates rules added this turn and requi
S6-B1762c,CLOSED,SYMBOL_PRESENT,scan_prose_only_rule,,, DONE - WHY #231's GATE WAS QUIET | scanproseonlyrule asks whether a CODE FILE was touched this turn - touchin
S6-B1762d,CLOSED,SYMBOL_PRESENT,test_b1762_every_scan_gate_has_a_corpus_entry,test_b1760,," DONE - #243 CORPUS COMPLETENESS | testb1762everyscangatehasacorpusentry. testb1760 iterates OVER the corpus, "
S6-B1762e,CLOSED,SYMBOL_PRESENT,scan_ungated_addition,,," DONE - PROXIMITY-ARTIFACT DEFECT CAUGHT PRE-SHIP | First scanungatedaddition matched a +/-220 char window, so"
S6-B1762f,CLOSED,SYMBOL_PRESENT,test_b1763_universal_rules_use_require_each,,," CLOSED - BUILT IN B1763 | Was OPEN with no blocker. Owner: ""Why not built? Has this been ticketed?"" Ticketed "
S6-B1763a,CLOSED,SYMBOL_PRESENT,require_each;scan_skill_block_incomplete;test_b1763_universal_rules_use_require_each,,," DONE - #244 ADOPTION GATE FOR requireeach | If a gate's EMITTED MESSAGE says each/every, the check must route"
S6-B1763b,OPEN,SYMBOL_PRESENT,scan_findings_vs_tickets;scan_missing_skill_confirmation;scan_postfix_recheck;scan_skill_not_updated,,," reason: because it needs per-gate semantic judgment, not a sweep. OPEN - 5 EXEMPT GATES TO RE-SHAPE OR CONFIR"
S6-B1763c,CLOSED,SYMBOL_PRESENT,scan_skill_block_incomplete,,," DONE - scanskillblockincomplete CONVERTED | It was already each-shaped and hand-rolling the primitive, so con"
S6-B1763d,CLOSED,NO_CLAIM,,,, DONE - SIGNAL DISCIPLINE RECORDED | First signal (grep bodies for each/every) flagged 13 of 16 and was WRONG 
S6-B1763e,OPEN,NO_CLAIM,,,, reason: not built. OPEN - DEPTH-VS-CLOSABILITY ORDERING | Two shallow gates shipped while the item explaining
S6-B1764a,OPEN,NO_CLAIM,,,," reason: claims code, but the batch commit touched no code file. The work may have landed in another batch - t"
S6-B1764b,DONE,NO_CLAIM,,,," RISK DISCLOSED, OWNER-DIRECTED | A blanket means destructive commands (HEAD is now at 4265dd5a7 B1763: availa"
S6-B1765a,CLOSED,NO_CLAIM,,,, INCIDENT - git reset --hard RAN ACCIDENTALLY | A commit message written to WARN about destructive commands ca
S6-B1765b,CLOSED,NO_CLAIM,,,," DAMAGE MEASURED - 1 FILE, RECOVERED | Only .claude/settings.json was unstaged at the moment; it lost the wild"
S6-B1765c,CLOSED,SYMBOL_PRESENT,scan_shell_substitution,,, DONE - #245 GATE BUILT | scanshellsubstitution flags backticks / $( inside a double-quoted -m/-F argument. Pr
S6-B1765d,CLOSED,SYMBOL_MISSING,,tool_text=,," DONE - SEAM RULE WIDENED, NOT WAIVED | The new gate's seam is tooltext=, so #241's tests correctly rejected i"
S6-B1765e,CLOSED,NO_CLAIM,,,, DETECTION NOTE | The tell was preflight: checking 1 file(s) in output already scrolled past. A green commit h
S6-B1766a,DONE,SYMBOL_PRESENT,scan_queue_vocabulary,,, STALE - THE VOCABULARY WAS RULED AND MIGRATED | Claimed the vocabulary was unruled. Measured: all 6 ruled cla
S6-B1766b,OPEN,SYMBOL_PRESENT,OPEN,,, reason: awaiting the same ruling) last turn i recorded that s6-b1762f was ticketed with no re OPEN - 0 OF 38 
S6-B1766c,DONE,NO_CLAIM,,,," STALE - MIGRATION IS BUILT | Claimed ""NOT BUILT pending approval"". The owner approved and B1769 migrated all "
S6-B1766d,DONE,SYMBOL_PRESENT,ANSWERED,,, NOTE - ANSWERED IS THE HAZARD LABEL | 8 rows carry it. L514 recorded that filing a defect as ANSWERED is how 
S6-B1766e,DONE,NO_CLAIM,,,, DONE - L522 WRITTEN (the Phase-5 gate was right) | The Stop hook blocked the B1766 turn for stating misses wi
S6-B1767a,CLOSED,SYMBOL_PRESENT,QUANT_CLAIMS;STEM_LISTS;_marker_hits,,," DONE - GATE BLOCKED A CLEAN TURN ON A SUBSTRING | QUANTCLAIMS held ""free""; the response said ""chosen freely p"
S6-B1767b,CLOSED,NO_CLAIM,,,," DONE - BOUNDARIES WERE NOT ENOUGH; THE CORPUS CAUGHT IT | Word-bounded ""free"" still fired on the negative con"
S6-B1767c,CLOSED,SYMBOL_PRESENT,KNOWN_SEAMLESS;scan_unmeasured_quantity,must_fire=False,," DONE - scanunmeasuredquantity GIVEN A SEAM + REGRESSION ENTRY | It had no text=, so it lived in KNOWNSEAMLESS"
S6-B1767d,CLOSED,NO_CLAIM,,,," RE-MEASURED PROPERLY: 67 COLLIDING MARKERS, 17 THAT INVERT | Ticket claimed ""64 markers across 22 lists""; my "
S6-B1768a,CLOSED,NO_CLAIM,,,, DONE - #197 GATE WAS RIGHT: L522 WAS AN UNCODIFIED RULE | Stop hook blocked the turn: L522 states a generalis
S6-B1768b,CLOSED,NO_CLAIM,,,," #247 IS JUDGMENT-ONLY, DELIBERATELY | The natural mechanism - validate ticket status against a closed vocabul"
S6-B1768c,CLOSED,SYMBOL_PRESENT,scan_shell_substitution,,," DONE - #245 VIOLATED ONE BATCH AFTER I WROTE IT | Put backticks inside python -c ""..."". #245 said ""commit mes"
S6-B1768d,CLOSED,NO_CLAIM,,,," NOTE - THE DIFFERENCE WAS LUCK, NOT CARE | This instance failed to parse, so bash refused the command and not"
